ticker,company_name,exchange,cik,sec_rank,source,source_url
SIBN,"SI-BONE, Inc.",Nasdaq,0001459839,3064,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SID,NATIONAL STEEL CO,NYSE,0001049659,2347,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIDU,Sidus Space Inc.,Nasdaq,0001879726,3472,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIEB,SIEBERT FINANCIAL CORP,Nasdaq,0000065596,5025,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIF,SIFCO INDUSTRIES INC,NYSE,0000090168,4592,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIFY,SIFY TECHNOLOGIES LTD,Nasdaq,0001094324,2620,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIG,SIGNET JEWELERS LTD,NYSE,0000832988,1729,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIGA,SIGA TECHNOLOGIES INC,Nasdaq,0001010086,3854,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIGI,SELECTIVE INSURANCE GROUP INC,Nasdaq,0000230557,1374,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIGIP,SELECTIVE INSURANCE GROUP INC,Nasdaq,0000230557,8286,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SII,SPROTT INC.,NYSE,0001512920,1877,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SILA,"Sila Realty Trust, Inc.",NYSE,0001567925,2312,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SILC,SILICOM LTD.,Nasdaq,0000916793,3991,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SILO,"Silo Pharma, Inc.",Nasdaq,0001514183,6314,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIM,"GRUPO SIMEC, S.A.B. de C.V.",NYSE,0000887153,1517,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIMA,SIM Acquisition Corp. I,Nasdaq,0002014982,4894,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIMAU,SIM Acquisition Corp. I,Nasdaq,0002014982,9737,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIMAW,SIM Acquisition Corp. I,Nasdaq,0002014982,9738,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIMO,Silicon Motion Technology CORP,Nasdaq,0001329394,1033,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SINT,"Sintx Technologies, Inc.",Nasdaq,0001269026,6003,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SION,"Sionna Therapeutics, Inc.",Nasdaq,0002036042,2336,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIRI,SIRIUS XM HOLDINGS INC.,Nasdaq,0000908937,1034,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SITC,SITE Centers Corp.,NYSE,0000894315,4025,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SITE,"SiteOne Landscape Supply, Inc.",NYSE,0001650729,1497,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SITM,SITIME Corp,Nasdaq,0001451809,662,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SIVR,abrdn Silver ETF Trust,NYSE,0001450922,6998,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SJ,Scienjoy Holding Corp,Nasdaq,0001753673,5359,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SJM,J M SMUCKER Co,NYSE,0000091419,870,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SJT,SAN JUAN BASIN ROYALTY TRUST,NYSE,0000319655,4442,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKBL,Skyline Builders Group Holding Ltd,Nasdaq,0002031009,5026,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKE,Skeena Resources Ltd,NYSE,0001713748,1796,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKIL,Skillsoft Corp.,NYSE,0001774675,5309,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKIN,SkinHealth Systems Inc.,Nasdaq,0001818093,4949,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKK,SKK Holdings Ltd,Nasdaq,0001991261,6102,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKLZ,Skillz Inc.,NYSE,0001801661,4563,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKM,SK TELECOM CO LTD,NYSE,0001015650,772,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKT,TANGER INC.,NYSE,0000899715,1523,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKWD,"Skyward Specialty Insurance Group, Inc.",Nasdaq,0001519449,2139,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKY,"Champion Homes, Inc.",NYSE,0000090896,1552,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKYA,"SkyAI, Inc.",Nasdaq,0001737995,5318,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKYAW,"SkyAI, Inc.",Nasdaq,0001737995,9200,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKYE,"Skye Bioscience, Inc.",Nasdaq,0001516551,5614,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKYH,Sky Harbour Group Corp,NYSE,0001823587,3037,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKYH.WT,Sky Harbour Group Corp,NYSE,0001823587,9309,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKYQ,Sky Quarry Inc.,Nasdaq,0001812447,6310,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKYT,"SkyWater Technology, Inc",Nasdaq,0001819974,2266,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKYW,SKYWEST INC,Nasdaq,0000793733,1730,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SKYX,SKYX Platforms Corp.,Nasdaq,0001598981,4558,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLAB,SILICON LABORATORIES INC.,Nasdaq,0001038074,1186,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLAI,SOLAI Ltd,NYSE,0001517496,5943,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLB,SLB LIMITED/NV,NYSE,0000087347,196,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLDB,Solid Biosciences Inc.,Nasdaq,0001707502,3019,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLDE,"Slide Insurance Holdings, Inc.",Nasdaq,0001886428,2184,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLDP,"Solid Power, Inc.",Nasdaq,0001844862,3109,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLDPW,"Solid Power, Inc.",Nasdaq,0001844862,9392,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLE,"Super League Enterprise, Inc.",Nasdaq,0001621672,6479,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLF,SUN LIFE FINANCIAL INC,NYSE,0001097362,378,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLG,SL GREEN REALTY CORP,NYSE,0001040971,1649,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLG.PI,SL GREEN REALTY CORP,NYSE,0001040971,7717,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLGB,Smart Logistics Global Ltd,Nasdaq,0001987189,5444,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLGL,Sol-Gel Technologies Ltd.,Nasdaq,0001684693,4086,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLGN,SILGAN HOLDINGS INC,NYSE,0000849869,1588,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLI,STANDARD LITHIUM LTD.,NYSE,0001537137,2903,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLM,SLM Corp,Nasdaq,0001032033,1603,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLMBP,SLM Corp,Nasdaq,0001032033,7755,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLMT,Brera Holdings PLC,Nasdaq,0001939965,5417,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLN,Silence Therapeutics plc,Nasdaq,0001479615,3814,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLND,"Southland Holdings, Inc.",NYSE,0001883814,5186,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLND.WT,"Southland Holdings, Inc.",NYSE,0001883814,9532,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLNG,"Stabilis Solutions, Inc.",Nasdaq,0001043186,4854,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLNH,"Soluna Holdings, Inc",Nasdaq,0000064463,4188,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLNHP,"Soluna Holdings, Inc",Nasdaq,0000064463,8234,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLP,"Simulations Plus, Inc.",Nasdaq,0001023459,3751,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLQT,"SelectQuote, Inc.",NYSE,0001794783,4456,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLRC,SLR Investment Corp.,Nasdaq,0001418076,3028,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLS,"SELLAS Life Sciences Group, Inc.",Nasdaq,0001390478,2397,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLSN,"SOLESENCE, INC.",Nasdaq,0000883107,4909,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLSR,Solaris Resources Inc.,NYSE,0002019103,2424,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLV,iShares Silver Trust,NYSE,0001330568,6969,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLVM,Sylvamo Corp,NYSE,0001856485,2326,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLVO,CREDIT SUISSE AG,Nasdaq,0001053092,8570,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLXN,Silexion Therapeutics Corp,Nasdaq,0002022416,6767,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SLXNW,Silexion Therapeutics Corp,Nasdaq,0002022416,9765,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SM,SM Energy Co,NYSE,0000893538,1159,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMA,"SmartStop Self Storage REIT, Inc.",NYSE,0001585389,2251,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMBC,"SOUTHERN MISSOURI BANCORP, INC.",Nasdaq,0000916907,2948,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMBK,SMARTFINANCIAL INC.,NYSE,0001038773,2962,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMC,Summit Midstream Corp,NYSE,0002024218,3506,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMCI,"Super Micro Computer, Inc.",Nasdaq,0001375365,653,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMFG,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",NYSE,0001022837,104,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMG,SCOTTS MIRACLE-GRO CO,NYSE,0000825542,1721,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMHB,UBS AG,NYSE,0001114446,8627,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMHI,SEACOR Marine Holdings Inc.,NYSE,0001690334,4299,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMID,SMITH MIDLAND CORP,Nasdaq,0000924719,4479,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMJF,SMJ International Holdings Inc.,NYSE,0002070954,4531,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMMT,Summit Therapeutics Inc.,Nasdaq,0001599298,982,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMP,"STANDARD MOTOR PRODUCTS, INC.",NYSE,0000093389,2870,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMPL,Simply Good Foods Co,Nasdaq,0001702744,2624,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMR,NUSCALE POWER Corp,NYSE,0001822966,1785,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMRT,"SmartRent, Inc.",NYSE,0001837014,4197,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMSI,"SMITH MICRO SOFTWARE, INC.",Nasdaq,0000948708,5720,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMTC,SEMTECH CORP,Nasdaq,0000088941,748,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMTI,Sanara MedTech Inc.,Nasdaq,0000714256,4307,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMTK,"SmartKem, Inc.",Nasdaq,0001817760,6213,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMWB,SIMILARWEB LTD.,NYSE,0001842731,3622,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMX,SMX (Security Matters) Public Ltd Co,Nasdaq,0001940674,6202,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMXT,"SolarMax Technology, Inc.",Nasdaq,0001519472,5644,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SMXWW,SMX (Security Matters) Public Ltd Co,Nasdaq,0001940674,9625,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SN,"SharkNinja, Inc.",NYSE,0001957132,657,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNA,Snap-on Inc,NYSE,0000091440,642,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNAL,"Snail, Inc.",Nasdaq,0001886894,5527,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNAP,Snap Inc,NYSE,0001564408,1065,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNBR,Sleep Number Corp,Nasdaq,0000827187,5951,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SND,"Smart Sand, Inc.",Nasdaq,0001529628,4190,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNDA,"SONIDA SENIOR LIVING, INC.",NYSE,0001043000,2318,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNDK,Sandisk Corp,Nasdaq,0002023554,48,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNDL,SNDL Inc.,Nasdaq,0001766600,3594,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNDR,"Schneider National, Inc.",NYSE,0001692063,1243,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNDX,Syndax Pharmaceuticals Inc,Nasdaq,0001395937,2364,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNES,"SenesTech, Inc.",Nasdaq,0001680378,6204,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNEX,StoneX Group Inc.,Nasdaq,0000913760,970,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNFCA,SECURITY NATIONAL FINANCIAL CORP,Nasdaq,0000318673,4082,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNGX,"SOLIGENIX, INC.",Nasdaq,0000812796,6357,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNN,SMITH & NEPHEW PLC,NYSE,0000845982,844,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNOA,"Sonoma Pharmaceuticals, Inc.",Nasdaq,0001367083,6551,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNOW,Snowflake Inc.,NYSE,0001640147,199,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNPS,SYNOPSYS INC,Nasdaq,0000883241,190,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNSE,"Sensei Biotherapeutics, Inc.",Nasdaq,0001829802,5972,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNT,Senstar Technologies Corp,Nasdaq,0001993727,5198,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNTG,Sentage Holdings Inc.,Nasdaq,0001810467,6342,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNTI,"Senti Biosciences Holdings, Inc.",Nasdaq,0001854270,5568,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNWV,"SANUWAVE Health, Inc.",Nasdaq,0001417663,4644,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNX,TD SYNNEX CORP,NYSE,0001177394,595,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNY,Sanofi,Nasdaq,0001121404,152,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SNYR,Synergy CHC Corp.,Nasdaq,0001562733,6622,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SO,SOUTHERN CO,NYSE,0000092122,153,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOAR,"Volato Group, Inc.",NYSE,0001853070,6359,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOBO,South Bow Corp,NYSE,0002019061,1133,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOBR,"SOBR Safe, Inc.",Nasdaq,0001425627,6631,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOC,Sable Offshore Corp.,NYSE,0001831481,2246,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOCA,Solarius Capital Acquisition Corp.,Nasdaq,0002065948,4103,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOCAU,Solarius Capital Acquisition Corp.,Nasdaq,0002065948,10013,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOCAW,Solarius Capital Acquisition Corp.,Nasdaq,0002065948,10014,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOEZ,Franklin Solana Trust,NYSE,0002057388,7183,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOFI,"SoFi Technologies, Inc.",Nasdaq,0001818874,617,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOGP,Sound Group Inc.,Nasdaq,0001783407,5304,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOHU,Sohu.com Ltd,Nasdaq,0001734107,3515,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOJC,SOUTHERN CO,NYSE,0000092122,7610,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOJD,SOUTHERN CO,NYSE,0000092122,8268,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOJE,SOUTHERN CO,NYSE,0000092122,8269,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOJF,SOUTHERN CO,NYSE,0000092122,8270,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOLC,Canary Marinade Solana ETF,Nasdaq,0002041869,7159,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOLS,Solstice Advanced Materials Inc.,Nasdaq,0002064953,852,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOLV,Solventum Corp,NYSE,0001964738,806,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOMN,SOUTHERN CO,NYSE,0000092122,8271,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SON,SONOCO PRODUCTS CO,NYSE,0000091767,1454,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SONM,"DNA X, Inc.",Nasdaq,0001178697,6312,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SONO,Sonos Inc,Nasdaq,0001314727,2228,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SONY,Sony Group Corp,NYSE,0000313838,126,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOPH,SOPHiA GENETICS SA,Nasdaq,0001840706,3612,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOR,SOURCE CAPITAL /DE/,NYSE,0000091847,3606,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SORA,AsiaStrategy,Nasdaq,0002033515,5204,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SORN,Soren Acquisition Corp.,Nasdaq,0002086263,3709,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SORNU,Soren Acquisition Corp.,Nasdaq,0002086263,10211,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SORNW,Soren Acquisition Corp.,Nasdaq,0002086263,10212,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOS,SOS Ltd,NYSE,0001346610,5929,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOTK,SONO TEK CORP,Nasdaq,0000806172,4954,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOUL,Soulpower Acquisition Corp.,NYSE,0002025608,3686,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOUL.RI,Soulpower Acquisition Corp.,NYSE,0002025608,9780,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOUL.UN,Soulpower Acquisition Corp.,NYSE,0002025608,9781,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOUN,"SOUNDHOUND AI, INC.",Nasdaq,0001840856,1863,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOUNW,"SOUNDHOUND AI, INC.",Nasdaq,0001840856,9375,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOWG,Sow Good Inc.,Nasdaq,0001490161,5500,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SOYB,Teucrium Commodity Trust,NYSE,0001471824,8882,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPAI,Safe Pro Group Inc.,Nasdaq,0002011208,4737,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPB,"Spectrum Brands Holdings, Inc.",NYSE,0000109177,2181,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPCB,SuperCom Ltd,Nasdaq,0001291855,5211,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPCE,"Virgin Galactic Holdings, Inc",NYSE,0001706946,3166,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPCX,SPACE EXPLORATION TECHNOLOGIES CORP,Nasdaq,0001181412,6955,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPE,"SPECIAL OPPORTUNITIES FUND, INC.",NYSE,0000897802,4543,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPE.PC,"SPECIAL OPPORTUNITIES FUND, INC.",NYSE,0000897802,8438,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPEG,Silver Pegasus Acquisition Corp.,Nasdaq,0002028735,4481,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPEGR,Silver Pegasus Acquisition Corp.,Nasdaq,0002028735,9801,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPEGU,Silver Pegasus Acquisition Corp.,Nasdaq,0002028735,9802,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPFI,"SOUTH PLAINS FINANCIAL, INC.",Nasdaq,0001163668,2931,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPG,SIMON PROPERTY GROUP INC.,NYSE,0001063761,203,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPG.PJ,SIMON PROPERTY GROUP INC.,NYSE,0001063761,7553,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPGI,S&P Global Inc.,NYSE,0000064040,129,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPH,SUBURBAN PROPANE PARTNERS LP,NYSE,0001005210,2560,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPHL,SPRINGVIEW HOLDINGS LTD,Nasdaq,0002002236,6232,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPHR,Sphere Entertainment Co.,NYSE,0001795250,1392,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPIR,"Spire Global, Inc.",NYSE,0001816017,2963,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPKL,Spark I Acquisition Corp,Nasdaq,0001884046,4741,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
SPKLU,Spark I Acquisition Corp,Nasdaq,0001884046,9533,SEC company_tickers_exchange.json,https://www.sec.gov/files/company_tickers_exchange.json
